mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,mean_train_precision,std_train_precision,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,mean_train_f1,std_train_f1,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_train_roc_auc,split1_train_roc_auc,split2_train_roc_auc,split3_train_roc_auc,split4_train_roc_auc,mean_train_roc_auc,std_train_roc_auc
0.6649868011474609,0.09098301452958941,0.1440342426300049,0.023184104184520625,3,1,2,50,"{'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.060057589469354175,0.060468942821883996,0.060082304526748974,0.060082304526748974,0.060082304526748974,0.06015468917429702,0.00015741811796846734,49,0.06017899393066557,0.060076123855570415,0.060172803949804565,0.06017899393066557,0.060172803949804565,0.06015594392330213,4.000592425861618e-05,0.11331005044625533,0.11404189294026378,0.11335403726708075,0.11335403726708075,0.11335403726708075,0.11348281103755227,0.00028005958213535157,49,0.11352610130021347,0.1133430373605046,0.11351508683419036,0.11352610130021347,0.11351508683419036,0.11348508272586244,7.119329425771666e-05,0.7573588921195408,0.8159304001810881,0.7994431182976273,0.7735167814216827,0.8073240289806396,0.7907146442001157,0.021891847585605764,64,0.8316857702037211,0.8301129795907354,0.8250359906045579,0.8313648179796806,0.8212887583030956,0.8278976633363581,0.004077875369081211
0.8796158313751221,0.013603603921434455,0.17247986793518066,0.00457859276930595,3,1,2,75,"{'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 75}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.060057589469354175,0.060468942821883996,0.060082304526748974,0.060082304526748974,0.060082304526748974,0.06015468917429702,0.00015741811796846734,49,0.06017899393066557,0.060076123855570415,0.060172803949804565,0.06017899393066557,0.060172803949804565,0.06015594392330213,4.000592425861618e-05,0.11331005044625533,0.11404189294026378,0.11335403726708075,0.11335403726708075,0.11335403726708075,0.11348281103755227,0.00028005958213535157,49,0.11352610130021347,0.1133430373605046,0.11351508683419036,0.11352610130021347,0.11351508683419036,0.11348508272586244,7.119329425771666e-05,0.7669374419232037,0.8210949879075973,0.8015647866036513,0.7797333445289447,0.8145197082743565,0.7967700538475506,0.0205425232633892,54,0.8375740940320625,0.8355476603483353,0.8355821965540691,0.843935852067624,0.829742691732404,0.8364764989468989,0.004557484864804995
0.5879393577575683,0.005734776545987482,0.1297882080078125,0.0014326968459763777,3,1,4,50,"{'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 50}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.060057589469354175,0.060468942821883996,0.060082304526748974,0.060082304526748974,0.060082304526748974,0.06015468917429702,0.00015741811796846734,49,0.06017899393066557,0.060076123855570415,0.060172803949804565,0.06017899393066557,0.060172803949804565,0.06015594392330213,4.000592425861618e-05,0.11331005044625533,0.11404189294026378,0.11335403726708075,0.11335403726708075,0.11335403726708075,0.11348281103755227,0.00028005958213535157,49,0.11352610130021347,0.1133430373605046,0.11351508683419036,0.11352610130021347,0.11351508683419036,0.11348508272586244,7.119329425771666e-05,0.757313929438566,0.8162401563077069,0.8002183144207471,0.7736127438044286,0.8073000383849531,0.7909370364712804,0.022021726855080078,63,0.8319168462885624,0.829150649699176,0.8232523158866598,0.8312435864695906,0.8212700497367237,0.8273666896161425,0.004313093032589896
0.8616915225982666,0.009645052649967992,0.1658177852630615,0.0030131026198607206,3,1,4,75,"{'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 75}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.060057589469354175,0.060468942821883996,0.060082304526748974,0.060082304526748974,0.060082304526748974,0.06015468917429702,0.00015741811796846734,49,0.06017899393066557,0.060076123855570415,0.060172803949804565,0.06017899393066557,0.060172803949804565,0.06015594392330213,4.000592425861618e-05,0.11331005044625533,0.11404189294026378,0.11335403726708075,0.11335403726708075,0.11335403726708075,0.11348281103755227,0.00028005958213535157,49,0.11352610130021347,0.1133430373605046,0.11351508683419036,0.11352610130021347,0.11351508683419036,0.11348508272586244,7.119329425771666e-05,0.7669913971403736,0.8220242562874537,0.8020386008684596,0.7797813257203177,0.8145017153275915,0.7970674590688391,0.020759996034520764,53,0.8378053572230454,0.8348227738788998,0.8342290059483888,0.843845863863375,0.8297290344789525,0.8360864070785322,0.00466104823803665
0.5876417636871338,0.002957842544797429,0.12634611129760742,0.0015785844100967936,3,5,2,50,"{'max_depth': 3, 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 50}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.060057589469354175,0.060468942821883996,0.060082304526748974,0.060082304526748974,0.060082304526748974,0.06015468917429702,0.00015741811796846734,49,0.06017899393066557,0.060076123855570415,0.060172803949804565,0.060172803949804565,0.060172803949804565,0.06015470592712994,3.936410639282166e-05,0.11331005044625533,0.11404189294026378,0.11335403726708075,0.11335403726708075,0.11335403726708075,0.11348281103755227,0.00028005958213535157,49,0.11352610130021347,0.1133430373605046,0.11351508683419036,0.11351508683419036,0.11351508683419036,0.11348287983265784,7.005124569732788e-05,0.7559995203980696,0.815958695211885,0.7970770457980474,0.7850982414893362,0.8140383969483962,0.793634379969147,0.021980897265750254,58,0.8283984088493721,0.8301138229178067,0.8255550597785467,0.8346947557082175,0.8269425806035196,0.8291409255714924,0.003163354030136971
0.8852207660675049,0.03215269193637144,0.16488204002380372,0.002277836544037442,3,5,2,75,"{'max_depth': 3, 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 75}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.060057589469354175,0.060468942821883996,0.060082304526748974,0.060082304526748974,0.060082304526748974,0.06015468917429702,0.00015741811796846734,49,0.06017899393066557,0.060076123855570415,0.060172803949804565,0.060172803949804565,0.060172803949804565,0.06015470592712994,3.936410639282166e-05,0.11331005044625533,0.11404189294026378,0.11335403726708075,0.11335403726708075,0.11335403726708075,0.11348281103755227,0.00028005958213535157,49,0.11352610130021347,0.1133430373605046,0.11351508683419036,0.11351508683419036,0.11351508683419036,0.11348287983265784,7.005124569732788e-05,0.7642786487215611,0.8243161537820032,0.7991417364393159,0.7890027109373126,0.8258702588585275,0.8005219017477441,0.023051575396103776,41,0.8344225717364946,0.8379142235169063,0.8326947164202282,0.8406613852383799,0.838600356024018,0.8368586505872054,0.002894180048980479
0.5889747619628907,0.0053260336479784755,0.12707996368408203,0.003580730493448316,3,5,4,50,"{'max_depth': 3, 'min_samples_leaf': 5, 'min_samples_split': 4, 'n_estimators': 50}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.060057589469354175,0.060468942821883996,0.060082304526748974,0.060082304526748974,0.060082304526748974,0.06015468917429702,0.00015741811796846734,49,0.06017899393066557,0.060076123855570415,0.060172803949804565,0.060172803949804565,0.060172803949804565,0.06015470592712994,3.936410639282166e-05,0.11331005044625533,0.11404189294026378,0.11335403726708075,0.11335403726708075,0.11335403726708075,0.11348281103755227,0.00028005958213535157,49,0.11352610130021347,0.1133430373605046,0.11351508683419036,0.11351508683419036,0.11351508683419036,0.11348287983265784,7.005124569732788e-05,0.7559995203980696,0.815958695211885,0.7970770457980474,0.7850982414893362,0.8140383969483962,0.793634379969147,0.021980897265750254,58,0.8283984088493721,0.8301138229178067,0.8255550597785467,0.8346947557082175,0.8269425806035196,0.8291409255714924,0.003163354030136971
0.8663239002227783,0.008450352851430145,0.1660090923309326,0.0014090667972514134,3,5,4,75,"{'max_depth': 3, 'min_samples_leaf': 5, 'min_samples_split': 4, 'n_estimators': 75}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.060057589469354175,0.060468942821883996,0.060082304526748974,0.060082304526748974,0.060082304526748974,0.06015468917429702,0.00015741811796846734,49,0.06017899393066557,0.060076123855570415,0.060172803949804565,0.060172803949804565,0.060172803949804565,0.06015470592712994,3.936410639282166e-05,0.11331005044625533,0.11404189294026378,0.11335403726708075,0.11335403726708075,0.11335403726708075,0.11348281103755227,0.00028005958213535157,49,0.11352610130021347,0.1133430373605046,0.11351508683419036,0.11351508683419036,0.11351508683419036,0.11348287983265784,7.005124569732788e-05,0.7642786487215611,0.8243161537820032,0.7991417364393159,0.7890027109373126,0.8258702588585275,0.8005219017477441,0.023051575396103776,41,0.8344225717364946,0.8379142235169063,0.8326947164202282,0.8406613852383799,0.838600356024018,0.8368586505872054,0.002894180048980479
0.5930404663085938,0.005789004089457871,0.13086600303649903,0.004179260031172915,3,10,2,50,"{'max_depth': 3, 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 50}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.060057589469354175,0.060468942821883996,0.060082304526748974,0.060082304526748974,0.060082304526748974,0.06015468917429702,0.00015741811796846734,49,0.06017899393066557,0.060076123855570415,0.060172803949804565,0.060172803949804565,0.060172803949804565,0.06015470592712994,3.936410639282166e-05,0.11331005044625533,0.11404189294026378,0.11335403726708075,0.11335403726708075,0.11335403726708075,0.11348281103755227,0.00028005958213535157,49,0.11352610130021347,0.1133430373605046,0.11351508683419036,0.11351508683419036,0.11351508683419036,0.11348287983265784,7.005124569732788e-05,0.7633104523245705,0.8099854652894433,0.8048709905716959,0.7878001823285273,0.8255403881678383,0.798301495736415,0.02124279346102008,49,0.8317307692307692,0.8263345932015095,0.8225540186468281,0.8351808042625598,0.8241112261687944,0.8279822823020921,0.004754700283723031
0.8655162334442139,0.00660266100018558,0.1663811206817627,0.001776514643090834,3,10,2,75,"{'max_depth': 3, 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 75}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.060057589469354175,0.060468942821883996,0.060082304526748974,0.060082304526748974,0.060082304526748974,0.06015468917429702,0.00015741811796846734,49,0.06017899393066557,0.060076123855570415,0.060172803949804565,0.060172803949804565,0.060172803949804565,0.06015470592712994,3.936410639282166e-05,0.11331005044625533,0.11404189294026378,0.11335403726708075,0.11335403726708075,0.11335403726708075,0.11348281103755227,0.00028005958213535157,49,0.11352610130021347,0.1133430373605046,0.11351508683419036,0.11351508683419036,0.11351508683419036,0.11348287983265784,7.005124569732788e-05,0.7669164593387487,0.8173451517209336,0.8037119449175923,0.7902832089820789,0.8329594798838855,0.8022432489686478,0.02264833767941311,33,0.8356873157004507,0.8330941407883946,0.8286186810647793,0.8388004441413657,0.8311616429488815,0.8334724449287745,0.003530868777083886
