mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.9567995548248291,0.0034583929172356713,0.07756199836730956,0.0011984968749923887,10,10,50,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 50}",0.726027397260274,0.7482993197278912,0.8013698630136986,0.6986301369863014,0.8561643835616438,0.7660982201099619,0.05626795985474667,16,0.9743589743589743,0.9743150684931506,0.9709401709401709,0.9777777777777777,0.9675213675213675,0.9729826718182883,0.003483107382958205
1.8878270626068114,0.01285800966216246,0.1405470848083496,0.002320993096723916,10,10,100,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.7328767123287672,0.7619047619047619,0.815068493150685,0.726027397260274,0.8356164383561644,0.7742987606001306,0.0438669590990325,15,0.9777777777777777,0.9743150684931506,0.9658119658119658,0.9777777777777777,0.9658119658119658,0.9722989111345276,0.005445397489983267
2.795981788635254,0.0071423924004954155,0.20248689651489257,0.004015256591078786,10,10,150,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 150}",0.7534246575342466,0.782312925170068,0.7876712328767124,0.726027397260274,0.8287671232876712,0.7756406672257945,0.03454475796104831,13,0.9726495726495726,0.9691780821917808,0.9709401709401709,0.9794871794871794,0.9675213675213675,0.9719552745580143,0.00413798033116577
3.7222772598266602,0.0085632845319693,0.26580243110656737,0.0041955432493284974,10,10,200,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 200}",0.7465753424657534,0.8027210884353742,0.7876712328767124,0.7123287671232876,0.8287671232876712,0.7756127108377598,0.04136106852261465,14,0.9726495726495726,0.9708904109589042,0.9641025641025641,0.9811965811965812,0.9692307692307692,0.9716139796276784,0.005577155410074729
1.1558460235595702,0.002736085986121298,0.08892498016357422,0.0014714240425179573,15,2,50,"{'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 50}",0.3219178082191781,0.3197278911564626,0.3904109589041096,0.2945205479452055,0.410958904109589,0.347507222066909,0.044946509430707195,36,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2.2930960655212402,0.017593994844958927,0.16003952026367188,0.002792461811395545,15,2,100,"{'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 100}",0.3356164383561644,0.32653061224489793,0.3835616438356164,0.3287671232876712,0.4246575342465753,0.35982667039418503,0.03853789865104188,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3.408221483230591,0.03269708219184228,0.23312220573425294,0.0030458636084439235,15,2,150,"{'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 150}",0.3150684931506849,0.3197278911564626,0.3972602739726027,0.3356164383561644,0.4589041095890411,0.36531544124499116,0.055252732907729016,33,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4.520212316513062,0.01808504264117182,0.3014992237091064,0.0034457143285861395,15,2,200,"{'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 200}",0.3561643835616438,0.3333333333333333,0.363013698630137,0.3219178082191781,0.4315068493150685,0.36118721461187214,0.03818727767498643,34,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.1333166122436524,0.016424952079909096,0.08737530708312988,0.00230146474518862,15,5,50,"{'max_depth': 15, 'min_samples_split': 5, 'n_estimators': 50}",0.3835616438356164,0.41496598639455784,0.5,0.363013698630137,0.5205479452054794,0.4364178548131581,0.0628692184434855,30,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2.2295206069946287,0.012930757304368972,0.158585786819458,0.0029394929816849488,15,5,100,"{'max_depth': 15, 'min_samples_split': 5, 'n_estimators': 100}",0.3767123287671233,0.4217687074829932,0.4726027397260274,0.3561643835616438,0.5205479452054794,0.4295592209486534,0.06061679753829519,32,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3.318513107299805,0.011960163074075941,0.22796192169189453,0.002836218111918256,15,5,150,"{'max_depth': 15, 'min_samples_split': 5, 'n_estimators': 150}",0.4178082191780822,0.41496598639455784,0.4863013698630137,0.363013698630137,0.5068493150684932,0.43778771782685677,0.05221923857374234,29,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4.434438753128052,0.026045652534865252,0.29828600883483886,0.003198240371064997,15,5,200,"{'max_depth': 15, 'min_samples_split': 5, 'n_estimators': 200}",0.3904109589041096,0.41496598639455784,0.4794520547945205,0.3698630136986301,0.5068493150684932,0.4323082657720622,0.05241078773862551,31,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.1003126621246337,0.002271263348912036,0.08545145988464356,0.001274057995113896,15,10,50,"{'max_depth': 15, 'min_samples_split': 10, 'n_estimators': 50}",0.4657534246575342,0.47619047619047616,0.5753424657534246,0.4315068493150685,0.6506849315068494,0.5198956294846705,0.08103615045588676,28,1.0,1.0,1.0,1.0,0.9982905982905983,0.9996581196581197,0.0006837606837606814
2.1812010288238524,0.012375352410862402,0.15894203186035155,0.007065644584206372,15,10,100,"{'max_depth': 15, 'min_samples_split': 10, 'n_estimators': 100}",0.4726027397260274,0.46938775510204084,0.5753424657534246,0.4589041095890411,0.636986301369863,0.5226446743080794,0.07106957035621914,27,1.0,1.0,1.0,1.0,0.9982905982905983,0.9996581196581197,0.0006837606837606814
3.2392807960510255,0.00866134759789145,0.22534770965576173,0.0019334298936893178,15,10,150,"{'max_depth': 15, 'min_samples_split': 10, 'n_estimators': 150}",0.4863013698630137,0.46258503401360546,0.5958904109589042,0.4657534246575342,0.6232876712328768,0.5267635821451868,0.06866401417884452,25,1.0,1.0,1.0,1.0,0.9982905982905983,0.9996581196581197,0.0006837606837606814
4.333760690689087,0.027481188919591545,0.29245882034301757,0.002993199258294945,15,10,200,"{'max_depth': 15, 'min_samples_split': 10, 'n_estimators': 200}",0.4863013698630137,0.46938775510204084,0.589041095890411,0.4589041095890411,0.6301369863013698,0.5267542633491752,0.06942425100521471,26,1.0,1.0,1.0,1.0,0.9982905982905983,0.9996581196581197,0.0006837606837606814
