mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,mean_train_precision,std_train_precision,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,split0_train_f1_macro,split1_train_f1_macro,split2_train_f1_macro,split3_train_f1_macro,split4_train_f1_macro,mean_train_f1_macro,std_train_f1_macro,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_train_roc_auc,split1_train_roc_auc,split2_train_roc_auc,split3_train_roc_auc,split4_train_roc_auc,mean_train_roc_auc,std_train_roc_auc
0.7661027431488037,0.0987460377713151,0.14683847427368163,0.006166089365401981,5,1,2,50,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.8287671232876712,0.9251700680272109,0.8972602739726028,0.8287671232876712,0.9452054794520548,0.8850340136054422,0.048400238638475715,9,0.9452991452991453,0.9383561643835616,0.9162393162393162,0.947008547008547,0.9418803418803419,0.9377567029621824,0.01116106390958426,0.12246963562753037,0.13438735177865613,0.1297029702970297,0.12448559670781893,0.13437195715676728,0.1290835023135605,0.004926789682124959,27,0.14028411973617452,0.1329129274799903,0.13821557503867973,0.1400050543340915,0.13409588707714773,0.13710271273321675,0.0030456099813241334,0.4870667469022262,0.4975747807959267,0.4926414537356043,0.4911792742824525,0.4960034461302829,0.49289314036929854,0.003702412807060188,25,0.5074727483425147,0.4938909618398952,0.5069218979188561,0.5067532656183616,0.4956211824687845,0.5021320112376824,0.006051913180590768,0.7726447048949372,0.8182357005849624,0.8082131804332702,0.7853741333397308,0.8309772569152893,0.8030889952336381,0.021326538597398064,36,0.8620427125899981,0.8649791192217102,0.8582192812355885,0.8662504946077234,0.8544539016247455,0.8611891018559532,0.004356451220369423
1.058023738861084,0.008929690745016108,0.18814396858215332,0.004620447214214452,5,1,2,75,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 75}",0.815068493150685,0.9183673469387755,0.9041095890410958,0.815068493150685,0.958904109589041,0.8823036063740565,0.05776651669730938,10,0.947008547008547,0.940068493150685,0.9230769230769231,0.947008547008547,0.9435897435897436,0.9401504507668893,0.008915242768112494,0.11971830985915492,0.13486513486513488,0.12753623188405797,0.12155260469867211,0.1344860710854947,0.12763167047850293,0.006306999925265094,32,0.13975782038345105,0.134033203125,0.13677811550151975,0.1385,0.13317249698431846,0.13644832719885785,0.002523281777091291,0.4832145516935811,0.49939441870763046,0.48714342957109014,0.48703614457831323,0.49447584332583844,0.4902528775752907,0.005847311917220989,32,0.5062609359824564,0.49598266859816786,0.5033394034696312,0.5038289914289192,0.4934859179720109,0.5005795834902371,0.004937706783940876,0.7703755882617426,0.8179408365798158,0.812429527625171,0.7884779166566706,0.8309442698462203,0.804033627793924,0.021739034109146124,31,0.8594266880716093,0.8641456309660707,0.8601474796287097,0.8704400909610497,0.8559457227072418,0.8620211224669362,0.00495064998610804
0.7039109706878662,0.007752575978022019,0.14200758934020996,0.0031171040740791242,5,1,4,50,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 50}",0.821917808219178,0.9251700680272109,0.8835616438356164,0.8287671232876712,0.9383561643835616,0.8795545615506477,0.04786610252606737,14,0.947008547008547,0.9383561643835616,0.9179487179487179,0.947008547008547,0.9452991452991453,0.9391242243297038,0.011058451281794678,0.12257405515832483,0.13438735177865613,0.12759643916913946,0.12435765673175746,0.13391984359726294,0.12856706928702816,0.004839532546263566,28,0.14136259249808625,0.13294517224648228,0.13797533401849948,0.1395817586293777,0.1348780487804878,0.1373485812345867,0.003065476409158087,0.4882561769690483,0.4975747807959267,0.4901071825945979,0.4909176124575657,0.4959533269258982,0.49256181594860743,0.0035748935736441665,28,0.5093319408796144,0.49395794658608017,0.5062629557791641,0.5059360504333786,0.4967882339831644,0.5024554255322803,0.005970304985521057,0.7763766074158448,0.8191173141761082,0.8091818007341123,0.786501691336996,0.8309232780749947,0.8044201383476113,0.020241576973245697,29,0.862869441076534,0.8647130026791565,0.8575118167982345,0.8669626361866705,0.8553232887040483,0.8614760370889287,0.004383917101523112
1.0549532413482665,0.022676755565481817,0.1853571891784668,0.0033047920331607476,5,1,4,75,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 75}",0.821917808219178,0.9183673469387755,0.9041095890410958,0.815068493150685,0.9452054794520548,0.8809337433603579,0.05270742328343324,13,0.947008547008547,0.9366438356164384,0.9247863247863248,0.947008547008547,0.9435897435897436,0.9398073996019202,0.008410231859968068,0.12084592145015106,0.13513513513513514,0.12903225806451613,0.1206896551724138,0.1338506304558681,0.12791072005561682,0.006177179189449008,31,0.1403242147922999,0.1340357755452095,0.1381159050293592,0.1383270911360799,0.13404565322972317,0.13696972794653434,0.0025126491348644122,0.4846196094467229,0.49993237112472455,0.4903215205228356,0.4852202414352659,0.4949284768636628,0.49100444387864234,0.005827442195642244,31,0.5073513634750726,0.49642649518845405,0.5057263028178081,0.5034896815569877,0.4952974041556698,0.5016582494387984,0.004901966025584528,0.7730643565840353,0.8165975672230363,0.8119857016049709,0.7890326991819208,0.8309112827771514,0.804318321474223,0.020626268471578668,30,0.8600169143951981,0.86368498697903,0.861056528868721,0.8702554374109589,0.855455371182634,0.8620938477673084,0.004870365973871835
0.699037742614746,0.0036746252204571525,0.13907418251037598,0.002289897101226634,5,10,2,50,"{'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 50}",0.821917808219178,0.9319727891156463,0.910958904109589,0.8356164383561644,0.958904109589041,0.8918740098779239,0.05389612983418522,3,0.9316239316239316,0.9315068493150684,0.9247863247863248,0.9401709401709402,0.9418803418803419,0.9339936775553215,0.006275880863854545,0.12618296529968454,0.13391984359726294,0.12751677852348994,0.12398373983739837,0.13592233009708737,0.12950513147098466,0.004607520427512865,25,0.1416688328567715,0.13017468293850204,0.13471115537848605,0.1365103003226607,0.13347868217054262,0.13530873073339258,0.0037936602194994853,0.4955778224083308,0.49575057180690985,0.4861436407786898,0.48919784573773994,0.49744067007910653,0.49282211016215544,0.00436435972896271,26,0.5116435312679634,0.4890349039463413,0.49904240783300774,0.5007263653584725,0.4943460130462119,0.4989586442903994,0.0075338595839090665,0.7827343305056803,0.8177412821520902,0.8117457956481061,0.7857100016793417,0.8392959959695798,0.8074454811909597,0.02108090866786917,27,0.855058695196611,0.8559083869439477,0.8478881302565225,0.8562140035490149,0.8531745163134021,0.8536487464518997,0.003068682706472493
1.0327019691467285,0.0029509521003013403,0.18752679824829102,0.004732770193023924,5,10,2,75,"{'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 75}",0.8287671232876712,0.9115646258503401,0.9041095890410958,0.8356164383561644,0.9452054794520548,0.8850526511974653,0.04537932176481141,7,0.9333333333333333,0.922945205479452,0.9282051282051282,0.9384615384615385,0.935042735042735,0.9315975881044375,0.0054473511487403495,0.125129265770424,0.13293650793650794,0.12680115273775217,0.12248995983935743,0.13424124513618677,0.12831962628404564,0.0045354236626112265,29,0.14068539036330843,0.13066666666666665,0.1364321608040201,0.1348894348894349,0.13263821532492726,0.1350623736096715,0.003427049024706687,0.4925508737040869,0.49637879430164294,0.48555810737568783,0.4860662710588617,0.4957345857663002,0.4912577264413159,0.004634149366826006,29,0.5096101515821343,0.49123489930777037,0.5020387828004611,0.49767940130844485,0.4934934245356649,0.4988113319068951,0.006542089609084935,0.779335151823986,0.8170711366858477,0.8145287047477389,0.7885258978480436,0.8387172228486435,0.8076356227908519,0.021301209392030937,25,0.8548518493571033,0.8570068673060459,0.8517703448643583,0.8590674340920593,0.848607194005027,0.8542607379249187,0.0037191284945961496
0.6946869373321534,0.0025696351737814673,0.13899765014648438,0.0034390926417281254,5,10,4,50,"{'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 4, 'n_estimators': 50}",0.821917808219178,0.9319727891156463,0.910958904109589,0.8356164383561644,0.958904109589041,0.8918740098779239,0.05389612983418522,3,0.9316239316239316,0.9315068493150684,0.9247863247863248,0.9401709401709402,0.9418803418803419,0.9339936775553215,0.006275880863854545,0.12618296529968454,0.13391984359726294,0.12751677852348994,0.12398373983739837,0.13592233009708737,0.12950513147098466,0.004607520427512865,25,0.1416688328567715,0.13017468293850204,0.13471115537848605,0.1365103003226607,0.13347868217054262,0.13530873073339258,0.0037936602194994853,0.4955778224083308,0.49575057180690985,0.4861436407786898,0.48919784573773994,0.49744067007910653,0.49282211016215544,0.00436435972896271,26,0.5116435312679634,0.4890349039463413,0.49904240783300774,0.5007263653584725,0.4943460130462119,0.4989586442903994,0.0075338595839090665,0.7827343305056803,0.8177412821520902,0.8117457956481061,0.7857100016793417,0.8392959959695798,0.8074454811909597,0.02108090866786917,27,0.855058695196611,0.8559083869439477,0.8478881302565225,0.8562140035490149,0.8531745163134021,0.8536487464518997,0.003068682706472493
1.1418543815612794,0.11405633962269951,0.21469907760620116,0.03642185067090243,5,10,4,75,"{'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 4, 'n_estimators': 75}",0.8287671232876712,0.9115646258503401,0.9041095890410958,0.8356164383561644,0.9452054794520548,0.8850526511974653,0.04537932176481141,7,0.9333333333333333,0.922945205479452,0.9282051282051282,0.9384615384615385,0.935042735042735,0.9315975881044375,0.0054473511487403495,0.125129265770424,0.13293650793650794,0.12680115273775217,0.12248995983935743,0.13424124513618677,0.12831962628404564,0.0045354236626112265,29,0.14068539036330843,0.13066666666666665,0.1364321608040201,0.1348894348894349,0.13263821532492726,0.1350623736096715,0.003427049024706687,0.4925508737040869,0.49637879430164294,0.48555810737568783,0.4860662710588617,0.4957345857663002,0.4912577264413159,0.004634149366826006,29,0.5096101515821343,0.49123489930777037,0.5020387828004611,0.49767940130844485,0.4934934245356649,0.4988113319068951,0.006542089609084935,0.779335151823986,0.8170711366858477,0.8145287047477389,0.7885258978480436,0.8387172228486435,0.8076356227908519,0.021301209392030937,25,0.8548518493571033,0.8570068673060459,0.8517703448643583,0.8590674340920593,0.848607194005027,0.8542607379249187,0.0037191284945961496
0.7236804008483887,0.024280780185435277,0.1451946258544922,0.0035109355224892283,5,28,2,50,"{'max_depth': 5, 'min_samples_leaf': 28, 'min_samples_split': 2, 'n_estimators': 50}",0.8424657534246576,0.9251700680272109,0.9246575342465754,0.8493150684931506,0.952054794520548,0.8987326437424284,0.044322339296612535,1,0.9247863247863248,0.9195205479452054,0.9230769230769231,0.9367521367521368,0.9316239316239316,0.9271519728369044,0.006206489019008677,0.12250996015936255,0.13140096618357489,0.12808349146110057,0.12350597609561753,0.13225499524262607,0.12755107782845632,0.003975114062391095,33,0.13501372597953581,0.1268603827072998,0.13280865715691098,0.13441255825361786,0.13016479579651302,0.1318520239787755,0.003007692267300104,0.4851892803598201,0.4914179173103803,0.48545081967213116,0.4862627446384624,0.4906800169958065,0.4878001557953201,0.0026863165390015303,33,0.49963177066835607,0.48351436241658374,0.49540508439528635,0.49692644497136446,0.48873078005925147,0.49284168850216836,0.005886595448541484,0.7814394052936063,0.8132259909217627,0.8111700213516302,0.7781739558093228,0.8342309814552695,0.8036480709663184,0.02109874913942227,34,0.8489630577634081,0.8428422521105666,0.8387753746624274,0.8464887294919035,0.8311937281402094,0.8416526284337029,0.006259594867654846
1.2206665992736816,0.16314358795849496,0.24623532295227052,0.04129495605695918,5,28,2,75,"{'max_depth': 5, 'min_samples_leaf': 28, 'min_samples_split': 2, 'n_estimators': 75}",0.8424657534246576,0.9115646258503401,0.9178082191780822,0.8287671232876712,0.9452054794520548,0.8891622402385613,0.04536834950561006,5,0.9230769230769231,0.916095890410959,0.9196581196581196,0.9299145299145299,0.9299145299145299,0.9237319985950123,0.005509685086446543,0.12190287413280476,0.13137254901960785,0.12701421800947868,0.12027833001988071,0.13256484149855907,0.12662656253606622,0.004910216079055451,35,0.13336626327488268,0.12835892514395394,0.13238188976377951,0.13284493284493284,0.1309265944645006,0.13157572109840993,0.0018019982941011987,0.4838876257273883,0.493173456337045,0.48407983781393793,0.48232706310679613,0.49224640933830077,0.48714287846469356,0.004595320724946902,35,0.4965272944415027,0.4872608258670205,0.49497355810837307,0.4945920661715839,0.49058403695082253,0.49278755630786064,0.003388827170301992,0.7789754503761877,0.8118618725949223,0.8148465801405851,0.7831010243984358,0.8313251205527432,0.8040220096125749,0.019945487698329514,32,0.8473548804765968,0.8441559682819066,0.8416748282787463,0.848353973559183,0.8324545919708445,0.8427988485134554,0.005687278443968454
